HK 2-stellig;HK 3-stellig;3mit *;Kontobezeichnung;HK;HK-4-Stellig;IDEA;Kontoneu;Prozess KI;Prozess EWB;WP;Sachanlagen;Personal;manuell;Hinweis
93;936;*;Provisionen und Gebühren für durchlaufende und Verwaltungskredite sowie Führungsprovisionen für  Konsortialkredite;936410;9364;;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;936;*;Provisionen und Gebühren für andere Treuhand- und Verwaltungsgeschäfte;936420;9364;;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;937;*;Andere Gebühren aus dem Darlehensgeschäft (ohne Zinscharakter);936900;9369;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;937;*;Provisionen und Gebühren aus Auslandsgeschäften – nicht dokumentärer Zahlungsverkehr (Eigengeschäft);937301;9373;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;937;*;Provisionen und Gebühren aus Auslandsgeschäften – Dokumentengeschäfte (Eigengeschäft);937302;9373;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;937;*;Provisionen und Gebühren aus Auslandsgeschäften – Devisengeschäfte mit Kunden;937303;9373;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;937;*;Provisionen und Gebühren aus Auslandsgeschäften – Bearbeitung von Auslandsfinanzierungen;937304;9373;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;937;*;Provisionen und Gebühren aus Auslandsgeschäften – nicht dokumentärer Zahlungsverkehr (Botengeschäft);937308;9373;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;937;*;Provisionen und Gebühren aus Auslandsgeschäften – Dokumentengeschäfte (Botengeschäft);937309;9373;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;937;*;Provisionen und Gebühren aus Wertpapiergeschäften mit Kunden (Boten- und Kommissionsgeschäfte) – festverzinsliche Wertpapiere (ohne eigene Schuldverschreibungen);937610;9376;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;937;*;Provisionen und Gebühren aus Wertpapiergeschäften mit Kunden (Boten- und Kommissionsgeschäfte) – Aktien und andere nicht festverzinsliche Wertpapiere;937640;9376;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;937;*;Provisionen und Gebühren aus Wertpapiergeschäften mit Kunden (Boten- und Kommissionsgeschäfte) – Investmentanteile;937650;9376;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;937;*;Provisionen und Gebühren aus Wertpapiergeschäften mit Kunden (Boten- und Kommissionsgeschäfte) – eigene Schuldverschreibungen;937670;9376;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;937;*;Provisionen und Gebühren aus Eurex-Geschäften im Kundeninteresse;937800;9378;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;937;*;Depotgebühren (umsatzsteuerpflichtig);937910;9379;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;937;*;Gebühren für Schließfächer (umsatzsteuerpflichtig);937920;9379;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;937;*;Vermögensmanagementvergütungen (umsatzsteuerpflichtig);937970;9379;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;938;*;Sonstige Provisionen und Gebühren aus der Verwahrung und Verwaltung von Wertpapieren (umsatzsteuerpflichtig);937990;9379;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Provisionen und Gebühren für Bürgschaften;938900;9389;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Ordentliche Provisions- und Gebührenaufwendungen;939010;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Provisions- und Gebührenaufwendungen für Dienstleistungsgeschäfte;939011;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;An Konsorten abgeführte Avalprovisionsanteile;939012;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Bereitstellungsprovisionen für aufgenommene Darlehen;939013;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Provisions- und Gebührenaufwendungen aus Handelsbeständen (Anschaffungsnebenkosten);939014;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Sonstige ordentliche Provisions- und Gebührenaufwendungen;939019;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Aperiodische Provisions- und Gebührenaufwendungen für Dienstleistungsgeschäfte;939021;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Sonstige aperiodische Provisions- und Gebührenaufwendungen;939029;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Provisionserträge aus der Vermittlung von Bausparverträgen (umsatzsteuerfrei);939031;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Provisionserträge aus der Vermittlung von Immobiliengeschäften (umsatzsteuerpflichtig);939032;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Provisionserträge aus der Vermittlung von Versicherungsverträgen (umsatzsteuerfrei);939033;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Provisionserträge aus der Vermittlung sonstiger Geschäfte (umsatzsteuerfrei);939034;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Provisionserträge aus der Vermittlung sonstiger Geschäfte (umsatzsteuerpflichtig);939035;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;"Provisionserträge aus der Vermittlung von Geschäften über den &spk;-Broker";939036;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Provisionserträge aus der Vermittlung von Vermögensmanagementverträgen;939037;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Provisionserträge Kreditkartengeschäft;939041;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Übrige sonstige ordentliche Provisions- und Gebührenerträge;939042;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Übrige sonstige ordentliche Provisions- und Gebührenerträge (umsatzsteuerpflichtig);939043;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Provisions- und Gebührenerträge aus Handelsbeständen;939044;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Aperiodische Provisions- und Gebührenerträge aus Kreditgeschäften (mit Zinscharakter);939051;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;939;*;Aperiodische Provisions- und Gebührenerträge aus Dienstleistungsgeschäften (umsatzsteuerfrei);939052;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
94;941;*;Aperiodische Provisions- und Gebührenerträge aus Dienstleistungsgeschäften (umsatzsteuerpflichtig);939053;9390;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
94;941;*;Gehälter der Vollzeitkräfte;941110;9411;;;;;;;x;;
94;941;*;Gehälter der Teilzeitkräfte;941120;9411;;;;;;;x;;
94;941;*;Vergütungen der Auszubildenden;941140;9411;;;;;;;x;;
94;941;*;Löhne und Gehälter der nicht bankspezifisch beschäftigten Mitarbeiter;941150;9411;;;;;;;x;;
94;941;*;Soziale Abgaben für Vollzeitkräfte;941210;9412;;;;;;;x;;
94;941;*;Soziale Abgaben für Teilzeitkräfte;941220;9412;;;;;;;x;;
94;941;*;Soziale Abgaben für Auszubildende;941240;9412;;;;;;;x;;
94;941;*;Soziale Abgaben für nicht bankspezifisch beschäftigte Mitarbeiter;941250;9412;;;;;;;x;;
94;941;*;Beiträge zu Zusatzversorgungskassen für Vollzeitkräfte;941310;9413;;;;;;;x;;
94;941;*;Beiträge zu Zusatzversorgungskassen für Teilzeitkräfte;941320;9413;;;;;;;x;;
94;941;*;Beiträge zu Zusatzverordnungskassen für Auszubildende;941340;9413;;;;;;;x;;
94;941;*;Beiträge zu Zusatzversorgungskassen für nicht bankspezifisch beschäftigte Mitarbeiter;941350;9413;;;;;;;x;;
94;941;*;Nichtruhegehaltsfähige Aufwandsentgelte;941400;9414;;;;;;;x;;
94;941;*;Beihilfen und Unterstützungen;941510;9415;;;;;;;x;;
94;941;*;Freiwillige soziale Leistungen;941520;9415;;;;;;;x;;
94;941;*;Ruhegehälter;941610;9416;;;;;;;x;;
94;941;*;Übergangsgehälter;941620;9416;;;;;;;x;;
94;941;*;Versorgungsleistungen an Witwen und Waisen;941630;9416;;;;;;;x;;
94;941;*;Beiträge und Umlagen an Ruhegehaltseinrichtungen;941640;9416;;;;;;;x;;
94;941;*;Zuführungen zu den Rückstellungen für Pensionsanwartschaften;941650;9416;;;;;;;x;;
94;941;*;Zuführungen zur Rückstellung für mittelbare Versorgungsverpflichtungen;941660;9416;;;;;;;x;;
94;942;*;Sonstige Personalaufwendungen;941900;9419;;;;;;;x;;
94;942;*;Mieten und ähnliche Aufwendungen;942100;9421;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;942;*;Aufwand für Fremdreparaturen und Instandhaltung für Grundstücke u. Gebäude;942110;9421;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;942;*;Leasing u. ähnliche Aufwendungen für Grundstück und Gebäude;942150;9421;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;942;*;Heizung;942200;9422;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;942;*;Reinigung;942300;9423;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;942;*;Beleuchtung, Kraft und Wasser;942400;9424;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;943;*;Sonstige Hauswirtschaftskosten;942900;9429;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;943;*;Mieten für Einrichtungsgegenstände und Maschinen;943100;9431;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;943;*;Leasing für bewegliche Gegenstände und Wirtschaftsgüter;943150;9431;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;943;*;Instandhaltung der Einrichtungsgegenstände und Maschinen;943200;9432;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;943;*;Kraftfahrzeugaufwendungen;943300;9433;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;943;*;Informationsbeschaffung;943400;9434;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;944;*;Bürobedarf;943500;9435;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;944;*;Aufwendungen für EDV-Anlagen – Hardware;944100;9441;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;944;*;Aufwendungen für EDV-Anlagen – Software;944200;9442;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;944;*;Gebühren für EDV-Übertragungsleitungen;944300;9443;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;944;*;Aufwendungen für Rechenzentrum;944410;9444;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;944;*;Aufwendungen für sonstige EDV-Dienstleistungen Dritter;944420;9444;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;945;*;Aufwendungen für Konzessionen und Liezenzen;944430;9444;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;945;*;Steuerlich abziehbare Aufwendungen für Geschenke von geringem Wert;945100;9451;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;945;*;Übrige steuerlich abziehbare Aufwendungen für Geschenke;945200;9452;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;945;*;Steuerlich nicht abziehbare Aufwendungen für Geschenke;945300;9453;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;945;*;Werbegeschenkspargutscheine;945400;9454;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;945;*;Sonstige Aufwendungen für Werbung, Verkaufsförderung, Öffentlichkeitsarbeit und Marktforschung -  Veranstaltungen;945910;9459;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;945;*;Sonstige Aufwendungen für Werbung, Verkaufsförderung, Öffentlichkeitsarbeit und Marktforschung -  Marktforschung;945920;9459;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;945;*;Sonstige Aufwendungen für Werbung, Verkaufsförderung, Öffentlichkeitsarbeit und Marktforschung -  Gemeinschaftswerbung;945930;9459;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;945;*;Sonstige Aufwendungen für Werbung, Verkaufsförderung, Öffentlichkeitsarbeit und Marktforschung -  Individualwerbung;945940;9459;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;946;*;Sonstige Aufwendungen für Werbung, Verkaufsförderung, Öffentlichkeitsarbeit und Marktforschung -  Sonstige Aufwendungen für Werbung, Verkaufsförderung und Öffentlichkeitsarbeit;945990;9459;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;946;*;Porto- und Frachtaufwendungen, sonstige Postgebühren;946100;9461;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;946;*;Fernsprech- und Fernschreibgebühren;946200;9462;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;946;*;Auskunftsgebühren;946300;9463;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;946;*;Gerichtskosten, Anwalts- und Notargebühren;946400;9464;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;946;*;Prüfungsgebühren;946500;9465;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;946;*;Aufwendungen für die Vermittlungstätigkeit Dritter im Aktiv- oder Passivgeschäft;946800;9468;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;946;*;Aufwendungen für Unternehmensberatungsleistungen Dritter;946910;9469;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;946;*;Aufwendungen im Kartengeschäft und Herstellungsaufwand für SparkassenCards;946920;9469;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;948;*;Sonstige Aufwendungen für Dienstleistungen Dritter;946990;9469;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;948;*;Aufwendungen für Aus- und Fortbildung;948100;9481;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;948;*;Sonstige Aufwendungen für Personal;948150;9481;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;948;*;Reisekosten;948200;9482;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;948;*;Kreditversicherungen;948310;9483;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;948;*;Andere Versicherungen;948320;9483;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;948;*;Plichtbeiträge – steuerlich abzugsfähig –;948410;9484;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;948;*;Bankenabgabe – steuerlich nicht abzugsfähig –;948420;9484;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;948;*;Dispositionsfonds;948500;9485;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;948;*;Bewirtungsaufwendungen für Geschäftsfreunde;948610;9486;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;948;*;Bewirtungsaufwendungen für eigene Mitarbeiter;948620;9486;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;948;*;Aufwendungen für Aufmerksamkeiten;948630;9486;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;948;*;Aufwendungen für die Beherbergung von Geschäftsfreunden;948640;9486;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;948;*;Entschädigung der nebenberuflichen Annahmestellenverwalter und nebenberuflicher Abholer;948910;9489;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;948;*;Vergütungen an Mitglieder des Verwaltungsrates;948920;9489;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;948;*;Aufwendungen für Sitzungen der Zweckverbandsversammlung;948930;9489;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;948;*;Aufwendungen für Personaleinstellungen;948940;9489;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;949;*;Übrige sonstige Sachaufwendungen für das Sparkassengeschäft;948990;9489;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;949;*;Aperiodische Löhne und Gehälter sowie sonstige Zuwendungen;949110;9491;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;949;*;Aperiodische soziale Abgaben;949120;9491;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;949;*;Aperiodische Aufwendungen für Beihilfen und Unterstützung;949130;9491;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;949;*;Aperiodische freiwillige soziale Leistungen;949140;9491;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;949;*;Aperiodische Aufwendungen für Altersversorgung (ohne Zuführungen zu den Pensionsrückstellungen);949160;9491;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;949;*;Zuführungen zu den Rückstellungen für laufende Pensionen;949171;9491;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;949;*;Aperiodische Zuführungen zu den Rückstellungen für Pensionsanwartschaften;949172;9491;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;949;*;Aperiodische Zuführungen zu den Rückstellungen für mittelbare Versorgungsverpflichtungen;949173;9491;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
94;949;*;Aperiodische sonstige Personalaufwendungen (vgl. HK 941900);949190;9491;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
95;951;*;Aperiodische Sachaufwendungen für das Sparkassengeschäft;949200;9492;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
95;951;*;Instandhaltungsaufwand für sparkassenbetrieblich genutzte Grundstücke und Gebäude bzw. -teile;951111;9511;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
95;951;*;Versicherungsaufwendungen für sparkassenbetrieblich genutzte Grundstücke und Gebäude bzw. -teile;951112;9511;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
95;951;*;Sonstige Aufwendungen für sparkassenbetrieblich genutzte Grundstücke und Gebäude;951113;9511;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
95;951;*;Aufwendungen für nicht sparkassenbetrieblich genutzte Grundstücke und Gebäude bzw. -teile;951120;9511;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
95;951;*;Aufwendungen für gemischt genutzte Grundstücke und Gebäude;951130;9511;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
95;951;*;Aperiodische Aufwendungen für sparkassenbetrieblich genutzte Grundstücke und Gebäude bzw. -teile;951910;9519;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
95;952;*;Aperiodische Aufwendungen für nicht sparkassenbetrieblich genutzte Grundstücke und Gebäude bzw. -teile;951920;9519;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische (Haben)
95;952;*;Ordentliche Grundstücks- und Gebäudeerträge;952100;9521;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische
96;961;*;Aperiodische Grundstücks- und Gebäudeerträge;952900;9529;x;;;;;;;;IKS, Stichprobe nach Zufall, atypische
96;961;*;Körperschaftsteuer;961100;9611;;;;;;;;x;
96;961;*;Kapitalertragsteuer;961200;9612;;;;;;;;x;
96;961;*;Gewerbesteuer;961300;9613;;;;;;;;x;
96;961;*;Anrechenbare ausländische Quellensteuer;961410;9614;;;;;;;;x;
96;961;*;Nicht anrechenbare ausländische Quellensteuer;961420;9614;;;;;;;;x;
96;962;*;Steuerabgrenzung nach § 274 HGB – Aufwendungen;961500;9615;;;;;;;;x;
96;962;*;Sonstige Steuern;962000;9620;;;;;;;;x;
96;962;*;Grundsteuern auf sparkassenbetrieblich genutzte Grundstücke und Gebäude bzw. Gebäudeteile;962310;9623;;;;;;;;x;
96;962;*;Grundsteuer auf nicht sparkassenbetrieblich genutzte Grundstücke und Gebäude bzw. Gebäudeteile;962320;9623;;;;;;;;x;
96;963;*;Übrige sonstige Steuern;962900;9629;;;;;;;;x;
96;963;*;Steuererstattungen und Erträge aus der Auflösung von Steuerrückstellungen – Steuern vom Einkommen und vom Ertrag;963100;9631;;;;;;;;x;
96;963;*;Steuererstattungen und Erträge aus der Auflösung von Steuerrückstellungen – Sonstige Steuern;963200;9632;;;;;;;;x;
96;969;*;Steuerabgrenzung nach § 274 HGB – Erträge;963500;9635;;;;;;;;x;
96;969;*;Aperiodische Steuern vom Einkommen und vom Ertrag;969100;9691;;;;;;;;x;
97;971;*;Aperiodische sonstige Steuern;969200;9692;;;;;;;;x;
97;971;*;Abschreibungen und Zuführungen zu Wertberichtigungen auf Forderungen (ohne Schuldscheine und Namensschuldverschreibungen) bzw. Rückstellungen im  Kreditgeschäft;971110;9711;;;;;;;;x;
97;971;*;Abschreibungen und Zuführungen zu Wertberichtigungen auf Schuldscheine und Namensschuldverschreibungen;971120;9711;;;;;;;;x;
97;971;*;Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf Schuldverschreibungen und  andere festverzinsliche Wertpapiere (Liquiditätsreserve);971210;9712;;;;;;;;x;
97;971;*;Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf Aktien – steuerlich nicht  abzugsfähig –  (Liquiditätsreserve);971240;9712;;;;;;;;x;
97;971;*;Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf Spezialfondsanteile  (Liquiditätsreserve);971250;9712;;;;;;;;x;
97;971;*;Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf andere nicht festverzinsliche  Wertpapiere (Liquiditätsreserve);971260;9712;;;;;;;;x;
97;971;*;Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf zurückgekaufte eigene  Schuldverschreibungen (Liquiditätsreserve);971270;9712;;;;;;;;x;
97;971;*;Abschreibungen auf Planvermögen nach § 246 Abs. 2 Satz 2 HGB (Liquiditätsreserve);971280;9712;;;;;;;;x;
97;971;*;Bewertungsaufwand für Handelsbestände -  Forderungen an Kreditinstitute;971311;9713;;;;;;;;x;
97;971;*;Bewertungsaufwand für Handelsbestände -  Forderungen an Kunden;971312;9713;;;;;;;;x;
97;971;*;Bewertungsaufwand für Handelsbestände -  Schuldverschreibungen und andere festverzinsliche Wertpapiere;971313;9713;;;;;;;;x;
97;971;*;Bewertungsaufwand für Handelsbestände -  Aktien und andere nicht festverzinsliche Wertpapiere;971314;9713;;;;;;;;x;
97;971;*;Bewertungsaufwand für Handelsbestände -  Sonstige Vermögensgegenstände;971315;9713;;;;;;;;x;
97;971;*;Handelsderivate -  Derivate mit Fremdwährungsrisiken;971321;9713;;;;;;;;x;
97;971;*;Handelsderivate -  Derivate mit Zinsänderungsrisiken;971322;9713;;;;;;;;x;
97;971;*;Handelsderivate -  Derivate mit sonstigen Marktpreisrisiken;971323;9713;;;;;;;;x;
97;971;*;Handelspassiva (ohne Derivate) Verbindlichkeiten gegenüber Kreditinstituten;971331;9713;;;;;;;;x;
97;971;*;Handelspassiva (ohne Derivate) Verbindlichkeiten gegenüber Kunden;971332;9713;;;;;;;;x;
97;971;*;Handelspassiva (ohne Derivate) Verbriefte Verbindlichkeiten;971333;9713;;;;;;;;x;
97;971;*;Handelspassiva (ohne Derivate) Sonstige Verbindlichkeiten;971334;9713;;;;;;;;x;
97;971;*;Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf Schuldverschreibungen und  andere festverzinsliche Wertpapiere (Anlagebestand);971410;9714;;;;;;;;x;
97;971;*;Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf Aktien – steuerlich nicht  abzugsfähig – (Anlagebestand);971440;9714;;;;;;;;x;
97;971;*;Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf Spezialfondsanteile (Anlagebestand);971450;9714;;;;;;;;x;
97;971;*;Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf andere nicht festverzinsliche  Wertpapiere (Anlagebestand);971460;9714;;;;;;;;x;
97;971;*;Abschreibungen auf Planvermögen nach § 246 Abs. 2 Satz 2 HGB (Anlagebestand);971480;9714;;;;;;;;x;
97;971;*;Zuführung zu Vorsorgereserven gem. § 340f HGB;971500;9715;;;;;;;;x;
97;971;*;Zuführung zum Fonds für allgemeine Bankrisiken nach § 340 g Abs. 2 HGB;971610;9716;;;;;;;;x;
97;972;*;Zuführung zum Fonds für allgemeine Bankrisiken nach § 340 e Abs. 4 HGB;971620;9716;;;;;;;;x;
97;972;*;Ordentliche Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf Gebäude – auf sparkassenbetrieblich genutzte Gebäude und Gebäudeteile;972110;9721;;;;;;x;;;
97;972;*;Ordentliche Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf Gebäude – auf nicht sparkassenbetrieblich genutzte Gebäude und Gebäudeteile;972120;9721;;;;;;x;;;
97;972;*;Ordentliche Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf Betriebs- und  Geschäftsausstattung;972200;9722;;;;;;x;;;
97;972;*;Ordentliche Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf eigene EDV-Anlagen (Hardware);972210;9722;;;;;;x;;;
97;972;*;Ordentliche Abschreibung GWG auf BGA;972220;9722;;;;;;x;;;
97;972;*;Ordentliche Abschreibung GWG auf Hardware;972230;9722;;;;;;x;;;
97;972;*;Auflösung Sammelposten BGA;972240;9722;;;;;;x;;;
97;972;*;Auflösung Sammelposten Hardeware;972250;9722;;;;;;x;;;
97;972;*;Ordentliche Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf die sonstige Betriebs- und  Geschäftsausstattung;972290;9722;;;;;;x;;;
97;972;*;Ordentliche Abschreibungen und Zuführungen zu Einzelwertberichtigungen auf immaterielle Anlagewerte – auf erworbene EDV-Software;972310;9723;;;;;;x;;;
